,index,zipcode,Category,installs_per_100,100_hhs,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
2751,2751,7716,Low,0.082941664,36.17,3,Atlantic Highlands,NJ,Zip Code Area,7716,Zip Matches ZCTA,8574,4.93,1740.21,3617,2.42,74.3,7716,119880,77.4,123772,29.9,24767,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
2752,2752,75571,Low,0.088495575,11.3,1,Omaha,TX,Zip Code Area,75571,Zip Matches ZCTA,2846,103.62,27.46,1130,2.57,85.5,75571,50917,72.4,47799,21.2,5062,19,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.12,0.09,0.12,ERCOT
2753,2753,19061,Low,0.052576236,76.08,4,Marcus Hook,PA,Zip Code Area,19061,Zip Matches ZCTA,19997,7.02,2850.2,7608,2.65,72.0,19061,65446,75.5,66734,17.7,6992,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.11,0.0,0.0,0.0,PJM
2754,2754,18643,Low,0.018705574,53.46,1,Pittston,PA,Zip Code Area,18643,Zip Matches ZCTA,12908,19.02,678.83,5346,2.3,78.3,18643,67710,70.5,72471,19.1,19361,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,PJM
2755,2755,3769,Low,0.148367953,6.74,1,Lyme Center,NH,Post Office or large volume customer,3768,Spatial join to ZCTA,1716,53.84,31.87,674,2.57,89.5,3768,173304,78.6,148224,54.0,70954,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.15,New England
2756,2756,10504,Low,0.155702608,25.69,4,Armonk,NY,Zip Code Area,10504,Zip Matches ZCTA,7987,16.28,490.57,2569,3.08,94.4,10504,330455,88.3,324855,50.7,54460,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
2757,2757,10583,Low,0.124078534,137.01,17,Scarsdale,NY,Zip Code Area,10583,Zip Matches ZCTA,38982,12.36,3153.37,13701,2.91,75.5,10583,273099,83.3,274987,47.4,55246,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
2758,2758,5046,Medium,0.224719101,4.45,1,Groton,VT,Zip Code Area,5046,Zip Matches ZCTA,1139,59.79,19.05,445,2.6,76.4,5046,56770,80.9,50773,15.3,25344,4,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.19,0.14,0.2,New England
2759,2759,92856,Low,0.183654729,54.45,10,Orange,CA,Post Office or large volume customer,92866,Spatial join to ZCTA,14885,1.93,7704.45,5445,2.86,60.9,92866,76701,83.9,78028,16.3,16036,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
2760,2760,19533,Medium,0.205761317,24.3,5,Leesport,PA,Zip Code Area,19533,Zip Matches ZCTA,7686,17.92,428.95,2430,2.71,88.4,19533,79919,79.8,82083,20.3,18576,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,PJM
2761,2761,12977,High,2.564102564,0.39,1,Ray Brook,NY,Zip Code Area,12977,Zip Matches ZCTA,1753,8.95,195.98,39,2.13,100.0,12977,50562,100.0,51695,0.0,4449,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
2762,2762,8312,Low,0.102459016,29.28,3,Clayton,NJ,Zip Code Area,8312,Zip Matches ZCTA,7875,5.81,1355.89,2928,2.79,83.5,8312,86483,80.6,90486,13.7,5718,10,4,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.0,0.0,0.0,PJM
2763,2763,39482,Low,0.028801843,34.72,1,Sumrall,MS,Zip Code Area,39482,Zip Matches ZCTA,9746,197.01,49.47,3472,2.91,78.5,39482,61675,80.4,62880,17.6,5603,2,0,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.11,0.08,0.12,MISO
2764,2764,33594,Low,0.008098477,123.48,1,Valrico,FL,Zip Code Area,33594,Zip Matches ZCTA,32677,10.39,3145.95,12348,2.85,82.3,33594,74070,80.1,74797,16.4,5051,5,2,0,0,0.0,0.0,0.0,0.1,0.08,0.11,0.0,0.0,0.0,Southeast
2765,2765,90024,Low,0.180169708,172.06,31,Los Angeles,CA,Zip Code Area,90024,Zip Matches ZCTA,47452,2.93,16217.36,17206,2.18,16.1,90024,116885,76.2,115909,36.2,48488,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.15,CAISO
2766,2766,2576,Low,0.15503876,19.35,3,West Wareham,MA,Zip Code Area,2576,Zip Matches ZCTA,3754,9.77,384.43,1935,2.7,76.5,2576,87297,80.6,88996,20.8,13898,18,4,0,0,0.0,0.0,0.0,0.13,0.1,0.16,0.13,0.11,0.13,New England
2767,2767,20677,Low,0.137551582,7.27,1,Port Tobacco,MD,Zip Code Area,20677,Zip Matches ZCTA,2322,15.36,151.16,727,2.99,95.6,20677,131224,75.0,143780,34.0,8046,7,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.09,PJM
2768,2768,19507,Medium,0.281425891,10.66,3,Bethel,PA,Zip Code Area,19507,Zip Matches ZCTA,3280,37.69,87.04,1066,3.28,94.7,19507,81421,78.5,81288,20.3,15008,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,PJM
2769,2769,10473,Low,0.004783316,209.06,1,Bronx,NY,Zip Code Area,10473,Zip Matches ZCTA,58519,2.18,26855.9,20906,2.94,23.7,10473,52289,70.9,57238,5.7,10209,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
2770,2770,32312,Low,0.016519369,121.07,2,Tallahassee,FL,Zip Code Area,32312,Zip Matches ZCTA,31869,104.28,305.61,12107,2.64,89.0,32312,118368,83.1,114925,34.0,20614,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.12,Southeast
2771,2771,94537,Low,0.004116412,242.93,1,Fremont,CA,Post Office or large volume customer,94536,Spatial join to ZCTA,68790,14.58,4717.46,24293,2.97,67.7,94536,119972,84.6,125516,30.3,11630,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2772,2772,91606,Medium,0.260960334,153.28,40,North Hollywood,CA,Zip Code Area,91606,Zip Matches ZCTA,44958,3.33,13488.75,15328,2.91,39.9,91606,57799,82.3,60551,10.1,11181,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.16,CAISO
2773,2773,49055,Low,0.126635711,23.69,3,Gobles,MI,Zip Code Area,49055,Zip Matches ZCTA,6276,58.84,106.66,2369,2.59,76.7,49055,61065,76.8,61863,15.5,9699,8,2,0,0,0.0,0.0,0.0,0.07,0.04,0.08,0.1,0.0,0.16,MISO
2774,2774,1929,Medium,0.275292498,14.53,4,Essex,MA,Zip Code Area,1929,Zip Matches ZCTA,3504,13.97,250.79,1453,2.5,78.3,1929,123567,84.2,117652,31.2,37161,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.13,0.14,0.14,New England
2775,2775,33928,Low,0.009385265,106.55,1,Estero,FL,Zip Code Area,33928,Zip Matches ZCTA,20830,72.03,289.18,10655,2.19,68.7,33928,95270,53.9,91055,42.5,39032,5,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.09,0.0,0.1,Southeast
2776,2776,78245,Low,0.005011527,199.54,1,San Antonio,TX,Zip Code Area,78245,Zip Matches ZCTA,56511,33.22,1701.06,19954,3.41,83.6,78245,67743,86.8,64727,9.5,8337,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,ERCOT
2777,2777,21702,Low,0.05220569,153.24,8,Frederick,MD,Zip Code Area,21702,Zip Matches ZCTA,38847,40.4,961.58,15324,2.56,68.9,21702,91315,82.9,92013,25.3,11863,7,4,0,0,0.0,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.0,PJM
2778,2778,13328,Low,0.181488203,5.51,1,Deansboro,NY,Zip Code Area,13328,Zip Matches ZCTA,1267,15.86,79.87,551,2.58,77.0,13328,76713,83.7,73790,24.3,23173,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
2779,2779,39341,Low,0.040016006,24.99,1,Macon,MS,Zip Code Area,39341,Zip Matches ZCTA,7156,376.24,19.02,2499,2.91,56.9,39341,40360,69.2,44228,9.0,6029,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.09,MISO
2780,2780,15904,Low,0.01540832,64.9,1,Johnstown,PA,Zip Code Area,15904,Zip Matches ZCTA,16608,30.68,541.42,6490,2.14,80.1,15904,64327,66.0,69062,29.7,7112,7,3,0,0,0.0,0.0,0.0,0.07,0.05,0.11,0.1,0.09,0.11,PJM
2781,2781,92393,Low,0.007710695,129.69,1,Victorville,CA,Post Office or large volume customer,92395,Spatial join to ZCTA,42400,17.1,2479.24,12969,3.17,73.5,92395,56298,72.0,56926,10.5,21569,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
2782,2782,7960,Low,0.023226106,172.22,4,Morristown,NJ,Zip Code Area,7960,Zip Matches ZCTA,43747,35.02,1249.24,17222,2.47,62.0,7960,157260,83.5,155450,37.2,41048,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.17,0.0,0.2,PJM
2783,2783,7502,Low,0.04564126,43.82,2,Paterson,NJ,Zip Code Area,7502,Zip Matches ZCTA,15406,0.91,16929.67,4382,3.83,45.5,7502,73650,79.9,78788,5.3,14902,10,4,0,0,0.0,0.0,0.0,0.08,0.04,0.1,0.0,0.0,0.0,PJM
2784,2784,20874,Low,0.159547796,219.37,35,Germantown,MD,Zip Code Area,20874,Zip Matches ZCTA,57367,21.21,2704.59,21937,2.75,65.3,20874,104236,90.2,105565,21.0,11228,7,4,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.0,0.0,0.0,PJM
2785,2785,97702,Low,0.005735589,174.35,1,Bend,OR,Zip Code Area,97702,Zip Matches ZCTA,40583,81.96,495.16,17435,2.6,80.4,97702,76525,77.1,73654,25.2,22960,22,6,0,0,0.0,0.0,0.0,0.06,0.06,0.06,0.08,0.07,0.09,Northwest
2786,2786,80237,Low,0.050885406,98.26,5,Denver,CO,Zip Code Area,80237,Zip Matches ZCTA,17569,3.59,4891.15,9826,2.02,47.8,80237,90920,83.7,88628,29.5,22307,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.0,0.0,0.0,Southwest
2787,2787,87015,Low,0.084051271,47.59,4,Edgewood,NM,Zip Code Area,87015,Zip Matches ZCTA,13105,150.34,87.17,4759,2.61,76.5,87015,74339,75.8,75277,15.4,13017,2,2,0,0,0.0,0.0,0.0,0.1,0.05,0.12,0.14,0.13,0.17,Southwest
2788,2788,17557,Medium,0.214466758,51.29,11,New Holland,PA,Zip Code Area,17557,Zip Matches ZCTA,13811,32.46,425.52,5129,2.85,75.4,17557,68058,74.9,66877,34.7,11578,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,PJM
2789,2789,76009,Low,0.015320974,65.27,1,Alvarado,TX,Zip Code Area,76009,Zip Matches ZCTA,19759,98.22,201.17,6527,3.08,48.3,76009,61520,85.3,60955,14.2,14535,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
2790,2790,95255,High,1.264222503,7.91,10,West Point,CA,Zip Code Area,95255,Zip Matches ZCTA,2042,44.6,45.78,791,2.09,88.0,95255,42290,35.3,40916,19.1,20651,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2791,2791,98006,Low,0.007474959,133.78,1,Bellevue,WA,Zip Code Area,98006,Zip Matches ZCTA,36364,10.71,3395.33,13378,2.8,84.1,98006,158968,84.3,155902,44.8,29825,11,3,0,0,0.0,0.0,0.0,0.05,0.05,0.06,0.0,0.0,0.0,Northwest
2792,2792,38606,Low,0.018828846,53.11,1,Batesville,MS,Zip Code Area,38606,Zip Matches ZCTA,16127,264.37,61.0,5311,2.84,71.8,38606,66327,73.1,73966,11.6,15031,2,0,0,0,0.0,0.0,0.0,0.08,0.05,0.08,0.11,0.06,0.08,MISO
2793,2793,92602,Medium,0.442323362,85.91,38,Irvine,CA,Zip Code Area,92602,Zip Matches ZCTA,22871,10.44,2190.08,8591,2.91,56.2,92602,131506,93.5,124014,22.7,24684,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
2794,2794,20817,Medium,0.32669807,131.62,43,Bethesda,MD,Zip Code Area,20817,Zip Matches ZCTA,36240,13.89,2609.26,13162,2.78,85.7,20817,242862,82.8,236314,55.9,44110,7,4,0,0,0.0,0.0,0.0,0.08,0.05,0.1,0.0,0.0,0.0,PJM
2795,2795,1852,Low,0.007312614,136.75,1,Lowell,MA,Zip Code Area,1852,Zip Matches ZCTA,33508,4.95,6765.19,13675,2.44,39.2,1852,66058,75.0,74535,14.0,8728,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2796,2796,54615,Low,0.024277737,41.19,1,Black River Falls,WI,Zip Code Area,54615,Zip Matches ZCTA,10742,300.12,35.79,4119,2.38,72.9,54615,59955,70.4,60752,24.5,7080,7,4,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.11,0.05,0.14,MISO
2797,2797,17061,Low,0.132406488,30.21,4,Millersburg,PA,Zip Code Area,17061,Zip Matches ZCTA,7157,34.17,209.45,3021,2.27,76.7,17061,58751,72.2,62986,22.7,9307,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,PJM
2798,2798,7825,Low,0.088495575,33.9,3,Blairstown,NJ,Zip Code Area,7825,Zip Matches ZCTA,9555,77.57,123.18,3390,2.67,94.7,7825,110555,81.9,106118,31.0,17340,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
2799,2799,95991,Medium,0.550847458,141.6,78,Yuba City,CA,Zip Code Area,95991,Zip Matches ZCTA,40593,40.73,996.71,14160,2.84,67.1,95991,58881,75.6,58804,12.0,14810,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2800,2800,85296,Medium,0.542233084,130.94,71,Gilbert,AZ,Zip Code Area,85296,Zip Matches ZCTA,36799,11.32,3250.22,13094,3.16,97.2,85296,100790,90.4,98438,19.6,14034,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.12,Southwest
2801,2801,93504,Low,0.02334812,42.83,1,California City,CA,Post Office or large volume customer,93505,Spatial join to ZCTA,14038,78.23,179.45,4283,2.74,77.1,93505,59961,69.2,65748,8.3,11426,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
2802,2802,44669,Low,0.188679245,5.3,1,Paris,OH,Zip Code Area,44669,Zip Matches ZCTA,1382,17.38,79.5,530,2.4,97.4,44669,80157,67.7,68185,43.4,33592,8,2,0,0,0.0,0.0,0.0,0.08,0.05,0.1,0.0,0.0,0.0,PJM
2803,2803,3842,Low,0.014490654,69.01,1,Hampton,NH,Zip Code Area,3842,Zip Matches ZCTA,15345,12.74,1204.47,6901,2.18,72.5,3842,98979,78.0,97928,31.5,18638,4,4,0,0,0.0,0.0,0.0,0.12,0.14,0.12,0.0,0.0,0.0,New England
2804,2804,94520,Medium,0.294517444,132.42,39,Concord,CA,Zip Code Area,94520,Zip Matches ZCTA,37208,10.09,3688.34,13242,2.96,44.1,94520,64405,82.8,67063,12.6,6903,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2805,2805,7403,Low,0.109449106,27.41,3,Bloomingdale,NJ,Zip Code Area,7403,Zip Matches ZCTA,7603,6.35,1196.57,2741,2.83,69.5,7403,91069,83.3,90540,26.0,10059,10,4,0,0,0.0,0.0,0.0,0.08,0.09,0.1,0.12,0.0,0.12,PJM
2806,2806,94043,Medium,0.616513189,128.14,79,Mountain View,CA,Zip Code Area,94043,Zip Matches ZCTA,28358,10.68,2655.99,12814,2.31,44.8,94043,138060,86.5,145729,33.4,15557,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.12,0.11,0.13,CAISO
2807,2807,85119,Low,0.060526581,99.13,6,Apache Junction,AZ,Zip Code Area,85119,Zip Matches ZCTA,21219,44.03,481.91,9913,2.14,51.6,85119,56920,52.5,59864,24.5,16161,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.12,Southwest
2808,2808,75125,Low,0.098087298,20.39,2,Ferris,TX,Zip Code Area,75125,Zip Matches ZCTA,6691,69.67,96.04,2039,2.96,65.3,75125,56256,79.8,59886,6.9,6837,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
2809,2809,12583,Medium,0.462962963,8.64,4,Tivoli,NY,Zip Code Area,12583,Zip Matches ZCTA,2451,13.02,188.26,864,2.74,70.0,12583,100120,87.7,94283,28.5,14911,14,6,0,0,0.0,0.0,0.0,0.08,0.04,0.11,0.0,0.0,0.0,NYISO
2810,2810,79905,Low,0.012556504,79.64,1,El Paso,TX,Zip Code Area,79905,Zip Matches ZCTA,26036,6.48,4016.66,7964,3.03,66.8,79905,32849,61.3,36473,5.2,3416,19,2,0,0,0.0,0.0,0.0,0.1,0.06,0.12,0.0,0.0,0.0,ERCOT
2811,2811,91436,High,1.493080845,54.92,82,Encino,CA,Zip Code Area,91436,Zip Matches ZCTA,14372,5.7,2523.62,5492,2.59,83.8,91436,210832,80.7,202399,52.7,51543,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.15,CAISO
2812,2812,95321,High,1.047806156,15.27,16,Groveland,CA,Zip Code Area,95321,Zip Matches ZCTA,3736,175.15,21.33,1527,2.11,84.3,95321,68248,54.6,67369,35.8,23250,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2813,2813,93405,High,1.509162774,83.49,126,San Luis Obispo,CA,Zip Code Area,93405,Zip Matches ZCTA,35440,87.75,403.89,8349,2.66,54.6,93405,63404,80.7,56329,23.5,26815,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2814,2814,6260,Low,0.025967281,38.51,1,Putnam,CT,Zip Code Area,6260,Zip Matches ZCTA,9510,19.99,475.86,3851,2.36,54.6,6260,63959,78.4,66164,24.9,5178,12,3,0,0,0.0,0.0,0.0,0.12,0.1,0.15,0.0,0.0,0.0,New England
2815,2815,34102,Low,0.018331806,54.55,1,Naples,FL,Zip Code Area,34102,Zip Matches ZCTA,10460,5.65,1850.02,5455,2.02,53.9,34102,165791,52.2,153361,48.3,123658,5,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.09,0.0,0.1,Southeast
2816,2816,21804,Low,0.09496032,147.43,14,Salisbury,MD,Zip Code Area,21804,Zip Matches ZCTA,38491,74.29,518.13,14743,2.63,70.1,21804,65369,81.7,65211,16.9,12338,7,4,0,0,0.0,0.0,0.0,0.08,0.03,0.1,0.13,0.1,0.14,PJM
2817,2817,92313,Medium,0.499659323,44.03,22,Grand Terrace,CA,Zip Code Area,92313,Zip Matches ZCTA,12025,3.49,3448.52,4403,2.79,71.4,92313,76547,81.0,76628,13.8,6939,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.2,0.15,0.16,CAISO
2818,2818,19119,Low,0.025575448,117.3,3,Philadelphia,PA,Zip Code Area,19119,Zip Matches ZCTA,27035,3.24,8351.87,11730,2.36,71.8,19119,85797,75.3,91083,20.4,17343,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.11,0.0,0.0,0.0,PJM
2819,2819,8070,Low,0.038632413,51.77,2,Pennsville,NJ,Zip Code Area,8070,Zip Matches ZCTA,13059,20.51,636.65,5177,2.43,76.9,8070,79466,73.0,75790,23.8,31994,10,4,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.0,0.0,0.0,PJM
2820,2820,21536,Low,0.130890052,15.28,2,Grantsville,MD,Zip Code Area,21536,Zip Matches ZCTA,4121,99.53,41.4,1528,2.65,80.1,21536,61504,73.7,62319,19.6,6922,7,4,0,0,0.0,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.0,PJM
2821,2821,8801,Low,0.15117158,26.46,4,Annandale,NJ,Zip Code Area,8801,Zip Matches ZCTA,8551,16.33,523.8,2646,2.48,80.3,8801,144788,82.8,153227,43.7,12177,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
2822,2822,92220,Low,0.178541064,117.62,21,Banning,CA,Zip Code Area,92220,Zip Matches ZCTA,31638,124.19,254.75,11762,2.71,78.7,92220,53115,54.9,52776,19.9,23882,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.21,0.15,0.2,CAISO
2823,2823,94041,High,1.786568831,62.69,112,Mountain View,CA,Zip Code Area,94041,Zip Matches ZCTA,13292,1.53,8681.91,6269,2.25,40.4,94041,139260,91.0,137749,31.2,26009,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2824,2824,95673,Medium,0.31075202,48.27,15,Rio Linda,CA,Zip Code Area,95673,Zip Matches ZCTA,15455,16.22,953.07,4827,3.12,94.3,95673,61678,77.6,59973,14.6,8053,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.14,CAISO
2825,2825,11096,Low,0.040950041,24.42,1,Inwood,NY,Zip Code Area,11096,Zip Matches ZCTA,8344,1.22,6828.15,2442,3.15,50.0,11096,64154,79.4,68571,10.9,9054,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.12,0.0,0.15,NYISO
2826,2826,8015,Low,0.0987724,70.87,7,Browns Mills,NJ,Zip Code Area,8015,Zip Matches ZCTA,20763,47.71,435.22,7087,2.84,85.6,8015,72105,78.2,71176,13.8,5528,10,4,0,0,0.0,0.0,0.0,0.09,0.06,0.11,0.0,0.0,0.0,PJM
2827,2827,8344,Medium,0.253549696,19.72,5,Newfield,NJ,Zip Code Area,8344,Zip Matches ZCTA,5847,24.7,236.68,1972,2.63,81.1,8344,80050,81.1,76536,19.1,15866,10,4,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.14,0.12,0.15,PJM
2828,2828,94563,High,3.402950197,68.47,233,Orinda,CA,Zip Code Area,94563,Zip Matches ZCTA,17672,17.29,1021.98,6847,2.74,95.5,94563,256132,78.3,265713,55.0,48682,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2829,2829,1840,Medium,0.442673749,22.59,10,Lawrence,MA,Zip Code Area,1840,Zip Matches ZCTA,4733,0.5,9504.02,2259,2.41,4.4,1840,42752,57.7,62136,2.6,10881,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2830,2830,1033,Medium,0.646203554,24.76,16,Granby,MA,Zip Code Area,1033,Zip Matches ZCTA,6227,27.83,223.78,2476,2.55,88.9,1033,97654,80.4,94756,31.9,30827,18,4,0,0,0.0,0.0,0.0,0.1,0.09,0.14,0.13,0.11,0.13,New England
2831,2831,92705,High,1.909229041,151.37,289,Santa Ana,CA,Zip Code Area,92705,Zip Matches ZCTA,44706,11.56,3868.97,15137,3.1,69.9,92705,136399,82.6,131836,33.6,36263,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
2832,2832,11001,Low,0.010954102,91.29,1,Floral Park,NY,Zip Code Area,11001,Zip Matches ZCTA,26883,2.23,12076.82,9129,3.03,76.6,11001,122595,83.2,119209,32.9,18093,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.12,0.0,0.15,NYISO
2833,2833,2021,Low,0.123346042,89.18,11,Canton,MA,Zip Code Area,2021,Zip Matches ZCTA,21561,18.8,1147.04,8918,2.49,72.3,2021,122077,81.0,122585,35.7,24152,18,4,0,0,0.0,0.0,0.0,0.11,0.1,0.15,0.16,0.14,0.14,New England
2834,2834,76207,Low,0.019290123,51.84,1,Denton,TX,Zip Code Area,76207,Zip Matches ZCTA,10579,36.8,287.5,5184,2.55,72.1,76207,71391,73.4,67441,29.7,17519,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.1,ERCOT
2835,2835,17370,Medium,0.214707461,18.63,4,York Haven,PA,Zip Code Area,17370,Zip Matches ZCTA,5683,11.26,504.84,1863,2.6,79.7,17370,80708,88.8,79544,18.3,2372,7,3,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.11,0.08,0.12,PJM
2836,2836,8832,Medium,0.22246941,8.99,2,Keasbey,NJ,Zip Code Area,8832,Zip Matches ZCTA,2863,1.45,1973.12,899,2.62,18.9,8832,60379,79.3,65593,7.5,5654,10,4,0,0,0.0,0.0,0.0,0.08,0.04,0.1,0.0,0.0,0.0,PJM
2837,2837,17540,Low,0.145900204,34.27,5,Leola,PA,Zip Code Area,17540,Zip Matches ZCTA,9791,19.57,500.28,3427,2.99,80.4,17540,74208,85.8,72489,28.0,11845,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,PJM
2838,2838,76035,Low,0.178890877,5.59,1,Cresson,TX,Zip Code Area,76035,Zip Matches ZCTA,1622,67.36,24.08,559,2.6,76.9,76035,174778,91.4,168778,25.9,18616,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.08,ERCOT
2839,2839,11552,Low,0.013838915,72.26,1,West Hempstead,NY,Zip Code Area,11552,Zip Matches ZCTA,23616,3.42,6915.37,7226,3.37,90.0,11552,121511,83.5,122705,28.6,16370,14,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.15,NYISO
2840,2840,78231,Low,0.089206066,33.63,3,San Antonio,TX,Zip Code Area,78231,Zip Matches ZCTA,7906,3.86,2046.07,3363,2.45,81.5,78231,101931,80.9,98828,31.3,21980,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,ERCOT
2841,2841,93307,Medium,0.350860994,216.61,76,Bakersfield,CA,Zip Code Area,93307,Zip Matches ZCTA,82658,138.9,595.1,21661,3.89,74.7,93307,45527,82.3,45886,4.0,14965,22,2,0,0,0.0,0.0,0.0,0.12,0.08,0.15,0.0,0.0,0.0,CAISO
2842,2842,16803,Low,0.009858044,101.44,1,State College,PA,Zip Code Area,16803,Zip Matches ZCTA,23685,24.24,977.1,10144,2.49,54.7,16803,77994,78.9,80239,31.2,11635,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.08,0.0,0.0,0.0,PJM
2843,2843,84088,Low,0.018034265,110.9,2,West Jordan,UT,Zip Code Area,84088,Zip Matches ZCTA,35603,9.42,3779.91,11090,3.36,77.5,84088,76952,89.1,74556,16.4,14684,3,3,0,0,0.0,0.0,0.0,0.09,0.06,0.12,0.0,0.0,0.0,Northwest
