zipcode,Category,Rate,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
15061,Low,0,1,Monaca,PA,Zip Code Area,15061,Zip Matches ZCTA,12799,17.98,711.89,5194,2.35,81.8,15061,66244,71,70197,22.6,17357,7,3,0,0,0,0,0,0.07,0.07,0.11,0,0,0,PJM
78681,Low,0,4,Round Rock,TX,Zip Code Area,78681,Zip Matches ZCTA,50606,21.73,2329.18,17328,3.23,84.5,78681,111036,90.8,107809,25.1,12767,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.1,ERCOT
88081,Low,0,2,Chaparral,NM,Zip Code Area,88081,Zip Matches ZCTA,15708,396.27,39.64,4090,3.44,29.8,88081,42003,72.9,44158,3.7,4551,2,2,0,0,0,0,0,0.1,0.08,0.12,0.16,0.07,0.17,Southwest
18822,Low,0,1,Hallstead,PA,Zip Code Area,18822,Zip Matches ZCTA,3642,41.59,87.58,1503,2.34,63.8,18822,52021,72.9,47191,27.6,17897,7,3,0,0,0,0,0,0.07,0.05,0.11,0.1,0.07,0.13,PJM
78073,Low,0,3,Von Ormy,TX,Zip Code Area,78073,Zip Matches ZCTA,8171,51.94,157.31,2369,3.67,54.8,78073,51682,81.6,50136,11,8750,19,2,0,0,0,0,0,0,0,0,0.09,0.07,0.1,ERCOT
52172,Low,0,2,Waukon,IA,Zip Code Area,52172,Zip Matches ZCTA,6303,158.28,39.82,2610,2.14,80.9,52172,61067,78.4,60362,30.9,12092,7,2,0,0,0,0,0,0.11,0.07,0.15,0.12,0.04,0.15,MISO
97381,Low,0,8,Silverton,OR,Zip Code Area,97381,Zip Matches ZCTA,14711,108.81,135.2,5467,2.76,84,97381,77330,75.5,78283,24.9,11768,22,6,0,0,0,0,0,0.06,0.05,0.06,0.08,0.08,0.1,Northwest
17236,Low,0,6,Mercersburg,PA,Zip Code Area,17236,Zip Matches ZCTA,8895,123.91,71.79,3158,2.49,80.8,17236,64674,79.8,63563,27.9,8707,7,3,0,0,0,0,0,0.06,0.04,0.08,0,0,0,PJM
72730,Low,0,1,Farmington,AR,Zip Code Area,72730,Zip Matches ZCTA,7585,20.7,366.43,3141,2.47,80,72730,60903,85.4,60556,11.8,10427,1,2,0,0,0,0,0,0.07,0.06,0.09,0.09,0.07,0.1,MISO
56283,Low,0,2,Redwood Falls,MN,Zip Code Area,56283,Zip Matches ZCTA,6636,177.1,37.47,2617,2.35,81.2,56283,62782,75.2,61814,29.6,16948,32,3,0,0,0,0,0,0.1,0.08,0.13,0.1,0.07,0.12,MISO
95377,Medium,0.01,118,Tracy,CA,Zip Code Area,95377,Zip Matches ZCTA,30902,108.05,285.99,8792,3.69,92,95377,105115,93.5,101192,16.1,11060,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
1519,Low,0.01,23,Grafton,MA,Zip Code Area,1519,Zip Matches ZCTA,6595,10.91,604.38,2376,2.73,81.5,1519,130174,85.4,133972,29,10757,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
7062,Low,0,3,Plainfield,NJ,Zip Code Area,7062,Zip Matches ZCTA,12949,1.85,6991.9,4037,3.21,63.1,7062,84035,83.2,82100,20.7,13365,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
78634,Low,0,1,Hutto,TX,Zip Code Area,78634,Zip Matches ZCTA,22791,63.65,358.06,8569,3.32,86.1,78634,87863,92.1,84335,9.6,20624,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.1,ERCOT
8109,Low,0,4,Merchantville,NJ,Zip Code Area,8109,Zip Matches ZCTA,22407,4.87,4605.76,8318,2.72,80.2,8109,81163,78.3,83676,18.1,9320,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
54949,Low,0,2,Manawa,WI,Zip Code Area,54949,Zip Matches ZCTA,3430,63.26,54.22,1377,2.4,86,54949,63250,80.8,61157,23.2,14080,7,4,0,0,0,0,0,0.11,0.08,0.14,0.13,0.12,0.17,MISO
17560,Low,0,2,New Providence,PA,Zip Code Area,17560,Zip Matches ZCTA,5118,16.05,318.84,2179,2.38,67,17560,64994,70.8,71690,17.1,7046,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
10954,Low,0,3,Nanuet,NY,Zip Code Area,10954,Zip Matches ZCTA,23045,6.88,3349.08,8212,2.78,69,10954,114048,80.7,115544,26.8,10904,14,6,0,0,0,0,0,0.1,0.06,0.15,0,0,0,NYISO
32169,Low,0,4,New Smyrna Beach,FL,Zip Code Area,32169,Zip Matches ZCTA,9816,14.76,665.22,5533,1.9,60.6,32169,82563,52,85949,40.7,29413,5,2,0,0,0,0,0,0.08,0.06,0.1,0.11,0.11,0.11,Southeast
2740,Low,0,59,New Bedford,MA,Zip Code Area,2740,Zip Matches ZCTA,43087,5.69,7579.07,18334,2.3,34.5,2740,50251,69.5,54864,17.1,11822,18,4,0,0,0,0,0,0.13,0.1,0.16,0,0,0,New England
2770,Low,0.01,11,Rochester,MA,Zip Code Area,2770,Zip Matches ZCTA,5093,32.18,158.29,1794,2.91,97.8,2770,118659,82.1,119939,25.9,12171,18,4,0,0,0,0,0,0.13,0.1,0.16,0.13,0.11,0.13,New England
1604,Low,0,7,Worcester,MA,Zip Code Area,1604,Zip Matches ZCTA,34677,6.44,5385.46,14189,2.51,38.5,1604,63915,74.1,71491,12.7,9042,18,4,1,5,6.5,6.5,6.5,0.1,0.1,0.14,0.12,0.11,0.12,New England
3281,Low,0,4,Weare,NH,Zip Code Area,3281,Zip Matches ZCTA,8785,58.84,149.3,3144,2.83,88.9,3281,103569,89.3,107330,17.2,5103,4,4,0,0,0,0,0,0.12,0.2,0.13,0,0,0,New England
97233,Low,0,2,Portland,OR,Zip Code Area,97233,Zip Matches ZCTA,39367,4.52,8709.51,13039,3.13,56,97233,50148,81.2,49694,10.5,11714,22,6,0,0,0,0,0,0.06,0.04,0.06,0,0,0,Northwest
14432,Low,0,1,Clifton Springs,NY,Zip Code Area,14432,Zip Matches ZCTA,5726,38.64,148.2,2328,2.59,64,14432,64307,77,61311,18.6,22711,14,6,0,0,0,0,0,0.08,0.06,0.09,0,0,0,NYISO
1508,Low,0,1,Charlton City,MA,Post Office or large volume customer,1507,Spatial join to ZCTA,12981,42.18,307.73,4834,2.72,84.4,1507,101094,83.3,103566,22.7,13671,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
93955,Low,0,30,Seaside,CA,Zip Code Area,93955,Zip Matches ZCTA,33359,28.24,1181.27,10268,3.22,73,93955,68528,83.7,67027,15.9,11963,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
78223,Low,0,3,San Antonio,TX,Zip Code Area,78223,Zip Matches ZCTA,50637,41.41,1222.82,17398,3.05,70.3,78223,48105,76.5,50619,7.6,5626,19,2,0,0,0,0,0,0,0,0,0.1,0.06,0.11,ERCOT
7042,Low,0,11,Montclair,NJ,Zip Code Area,7042,Zip Matches ZCTA,25599,3.78,6779.4,10131,2.51,39.2,7042,134588,83,142597,25.3,23940,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
44654,Low,0,5,Millersburg,OH,Zip Code Area,44654,Zip Matches ZCTA,19679,157.13,125.24,5820,3.45,83.9,44654,67425,85.9,66985,24.8,9052,8,2,0,0,0,0,0,0.08,0.06,0.1,0.12,0.04,0.13,PJM
1602,Low,0,6,Worcester,MA,Zip Code Area,1602,Zip Matches ZCTA,22819,5.77,3956.82,9444,2.38,58.3,1602,81431,77.2,85234,22.7,11969,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
17353,Low,0,1,Orrtanna,PA,Zip Code Area,17353,Zip Matches ZCTA,3228,40.8,79.11,1375,2.51,84.6,17353,79003,81.2,78101,27.4,9690,7,3,0,0,0,0,0,0.06,0.04,0.09,0.11,0.08,0.12,PJM
14821,Low,0,1,Campbell,NY,Zip Code Area,14821,Zip Matches ZCTA,3314,54.26,61.08,1314,2.4,73.7,14821,65115,72,64592,22.1,5025,14,6,0,0,0,0,0,0.07,0.04,0.09,0.1,0,0.12,NYISO
7470,Low,0,5,Wayne,NJ,Zip Code Area,7470,Zip Matches ZCTA,54717,23.79,2299.81,18240,2.86,78.7,7470,136138,80.8,140495,35.5,20557,10,4,0,0,0,0,0,0.08,0.08,0.1,0,0,0,PJM
3784,Low,0,3,West Lebanon,NH,Zip Code Area,3784,Zip Matches ZCTA,4086,8.38,487.42,1871,2.2,41.4,3784,74313,73.3,70848,31.7,14347,4,4,0,0,0,0,0,0,0,0,0,0,0,New England
1721,Low,0,19,Ashland,MA,Zip Code Area,1721,Zip Matches ZCTA,16593,12.33,1345.74,6726,2.58,77,1721,127992,86.5,131458,28.9,16500,18,4,0,0,0,0,0,0.11,0.1,0.15,0,0,0,New England
12010,Low,0,9,Amsterdam,NY,Zip Code Area,12010,Zip Matches ZCTA,28937,130.7,221.4,11695,2.41,57.6,12010,59546,71.4,59875,21.2,10706,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
18971,Low,0,1,Tylersport,PA,Post Office or large volume customer,18969,Spatial join to ZCTA,15273,16.94,901.54,5837,2.69,78.8,18969,86934,80.3,90432,25.3,14783,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
92376,Low,0,31,Rialto,CA,Zip Code Area,92376,Zip Matches ZCTA,81516,13.51,6031.97,21205,4.02,68,92376,57942,83.2,56252,6.3,15797,22,2,0,0,0,0,0,0.09,0.06,0.13,0.2,0.15,0.16,CAISO
95206,Low,0,28,Stockton,CA,Zip Code Area,95206,Zip Matches ZCTA,65004,144.97,448.39,16850,3.83,90.8,95206,53099,81.4,54374,6,7466,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
16828,Low,0,3,Centre Hall,PA,Zip Code Area,16828,Zip Matches ZCTA,4478,56.27,79.58,1908,2.28,79.9,16828,91340,72.3,99159,31.2,9834,7,3,0,0,0,0,0,0.06,0.04,0.09,0.11,0.1,0.13,PJM
14469,Low,0,4,Bloomfield,NY,Zip Code Area,14469,Zip Matches ZCTA,6220,65.96,94.31,2537,2.44,74,14469,74241,80.2,66544,26.2,21821,14,6,0,0,0,0,0,0.08,0.05,0.1,0,0,0,NYISO
2090,Low,0,25,Westwood,MA,Zip Code Area,2090,Zip Matches ZCTA,14636,10.9,1343.37,5609,2.73,81.9,2090,181827,76.7,193993,45.4,33618,18,4,0,0,0,0,0,0.13,0.1,0.16,0.16,0.14,0.14,New England
12054,Low,0,10,Delmar,NY,Zip Code Area,12054,Zip Matches ZCTA,16918,15.45,1095.23,6822,2.49,75.7,12054,120644,80.5,118569,36,16252,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
90248,Low,0,9,Gardena,CA,Zip Code Area,90248,Zip Matches ZCTA,9947,4.69,2119.09,3479,3.03,66.8,90248,73133,80.2,71384,14.6,15504,22,2,0,0,0,0,0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
53023,Low,0,1,Glenbeulah,WI,Zip Code Area,53023,Zip Matches ZCTA,1496,40.35,37.08,549,2.65,90.5,53023,83943,83.8,83142,28.8,13894,7,4,0,0,0,0,0,0.11,0.08,0.14,0,0,0,MISO
80534,Low,0,5,Johnstown,CO,Zip Code Area,80534,Zip Matches ZCTA,11301,48.47,233.16,5706,2.87,95.3,80534,95943,85.1,93372,25.1,21785,10,0,0,0,0,0,0,0.09,0.07,0.11,0.11,0.08,0.12,Southwest
95640,Medium,0.01,41,Ione,CA,Zip Code Area,95640,Zip Matches ZCTA,11353,115.4,98.38,2735,2.5,86.4,95640,69765,71.7,67989,16,11694,22,2,0,0,0,0,0,0.14,0.1,0.17,0.13,0.1,0.14,CAISO
8736,Low,0,6,Manasquan,NJ,Zip Code Area,8736,Zip Matches ZCTA,12578,4.62,2720.74,4723,2.66,88.2,8736,131219,76.4,130774,33.5,23626,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
55733,Low,0,1,Esko,MN,Zip Code Area,55733,Zip Matches ZCTA,4616,35.84,128.78,1631,2.93,91.8,55733,82896,83,81622,22.7,7356,32,3,0,0,0,0,0,0.09,0.06,0.1,0.13,0.1,0.15,MISO
92672,Low,0.01,81,San Clemente,CA,Zip Code Area,92672,Zip Matches ZCTA,34464,7.95,4335.09,14313,2.41,59.3,92672,107573,78.4,104136,29.2,38481,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
95497,High,0.1,61,The Sea Ranch,CA,Zip Code Area,95497,Zip Matches ZCTA,1305,16.16,80.78,610,1.79,97,95497,94680,46.2,80091,67.5,20222,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
95958,Low,0,3,Nelson,CA,Post Office or large volume customer,95965,Spatial join to ZCTA,20384,320.2,63.66,6895,2.78,63.3,95965,49345,64.8,49607,14.3,16077,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
76020,Low,0,2,Azle,TX,Zip Code Area,76020,Zip Matches ZCTA,27270,66,413.19,10086,2.66,73,76020,79825,76.4,81619,20,16809,19,2,0,0,0,0,0,0,0,0,0.06,0,0.09,ERCOT
92023,Low,0,10,Encinitas,CA,Post Office or large volume customer,92024,Spatial join to ZCTA,49121,16.87,2911.05,19249,2.59,75.7,92024,133635,79.7,134233,40.3,26861,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
7945,Low,0,2,Mendham,NJ,Zip Code Area,7945,Zip Matches ZCTA,9539,18.73,509.43,3055,2.91,93.9,7945,231438,83.2,234316,48.8,37487,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
90055,Low,0,1,Los Angeles,CA,Post Office or large volume customer,90017,Spatial join to ZCTA,23768,0.73,32738.29,10288,2.49,3.9,90017,48628,77.6,55751,7,22033,22,2,0,0,0,0,0,0,0,0,0.15,0.13,0.15,CAISO
21120,Low,0,10,Parkton,MD,Zip Code Area,21120,Zip Matches ZCTA,6967,42.35,164.53,2489,2.86,97.9,21120,129643,85.6,128206,38.7,16735,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
7013,Low,0,17,Clifton,NJ,Zip Code Area,7013,Zip Matches ZCTA,27051,4.35,6218.62,9788,2.68,67.6,7013,103337,77.7,106971,29.8,17678,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
91788,Low,0,1,Walnut,CA,Post Office or large volume customer,91789,Spatial join to ZCTA,43079,15.63,2755.65,13126,3.31,91.8,91789,112462,82.7,110950,29.2,18249,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
6422,Low,0,1,Durham,CT,Zip Code Area,6422,Zip Matches ZCTA,7388,23.66,312.27,2650,2.74,94.2,6422,152955,83.3,160206,37.5,15977,12,3,0,0,0,0,0,0.12,0.1,0.16,0.11,0.09,0.13,New England
2019,Low,0,20,Bellingham,MA,Zip Code Area,2019,Zip Matches ZCTA,16332,18.35,890.08,6342,2.65,83.8,2019,114016,83.5,115995,21.7,25005,18,4,1,12,2.9,2.9,2.9,0.11,0.1,0.15,0,0,0,New England
95073,Medium,0.04,154,Soquel,CA,Zip Code Area,95073,Zip Matches ZCTA,10154,21.2,478.94,4119,2.75,72.1,95073,108434,80.7,104012,35.5,21439,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
12083,Low,0,5,Greenville,NY,Zip Code Area,12083,Zip Matches ZCTA,3795,43.12,88.01,1488,2.45,83.5,12083,80123,72.6,78755,25.9,17750,14,6,0,0,0,0,0,0.08,0.06,0.13,0,0,0,NYISO
14837,Low,0,4,Dundee,NY,Zip Code Area,14837,Zip Matches ZCTA,5648,79.68,70.88,2121,2.61,73.1,14837,70703,72.7,66851,26.3,21665,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
63385,Low,0,3,Wentzville,MO,Zip Code Area,63385,Zip Matches ZCTA,35750,67.03,533.35,13212,3.01,92.9,63385,94068,83.4,96530,19.7,10906,10,3,0,0,0,0,0,0.08,0.07,0.11,0.1,0.07,0.09,Northwest
2472,Low,0,22,Watertown,MA,Zip Code Area,2472,Zip Matches ZCTA,32014,4.03,7941.95,14747,2.27,35.9,2472,109166,84.5,109875,33.7,21445,18,4,6,34,15.1,15.1,15.6,0.13,0.1,0.16,0.2,0.17,0.2,New England
21230,Low,0,8,Baltimore,MD,Zip Code Area,21230,Zip Matches ZCTA,33568,6.3,5324.87,14945,2.29,78.4,21230,98263,81.9,106523,20,14565,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
44254,Low,0,1,Lodi,OH,Zip Code Area,44254,Zip Matches ZCTA,4833,26.29,183.84,1950,2.47,69.2,44254,58590,72.7,60873,19.1,9888,8,2,0,0,0,0,0,0.08,0.04,0.09,0.11,0.07,0.13,PJM
11233,Low,0,4,Brooklyn,NY,Zip Code Area,11233,Zip Matches ZCTA,67053,1.35,49742.58,27723,2.55,7.5,11233,53718,73.4,62092,7.7,15663,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
10964,Low,0,1,Palisades,NY,Zip Code Area,10964,Zip Matches ZCTA,1472,2.47,596.92,521,2.55,73.1,10964,172208,66.2,195760,48.2,41685,14,6,0,0,0,0,0,0.1,0.06,0.15,0,0,0,NYISO
55076,Low,0,1,Inver Grove Heights,MN,Zip Code Area,55076,Zip Matches ZCTA,21323,9.14,2333.95,8923,2.41,79.3,55076,84216,79.3,81274,24.6,21358,32,3,0,0,0,0,0,0.1,0.08,0.13,0,0,0,MISO
25411,Low,0,20,Berkeley Springs,WV,Zip Code Area,25411,Zip Matches ZCTA,12633,140.45,89.95,5161,2.38,81.4,25411,56271,68.4,55368,20.3,8372,1,0,0,0,0,0,0,0.1,0.07,0.11,0,0,0,PJM
12835,Low,0,3,Hadley,NY,Zip Code Area,12835,Zip Matches ZCTA,2603,97.4,26.72,1026,2.19,82.2,12835,58554,60.9,58751,26.1,10796,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
95669,Medium,0.04,37,Plymouth,CA,Zip Code Area,95669,Zip Matches ZCTA,2443,88.32,27.66,983,2.52,87.6,95669,76456,75.1,69934,32.6,12120,22,2,0,0,0,0,0,0.14,0.1,0.17,0.13,0.1,0.14,CAISO
53506,Low,0,1,Avoca,WI,Zip Code Area,53506,Zip Matches ZCTA,1125,63.3,17.77,445,2.3,79.1,53506,62965,73.9,53654,26.5,34031,7,4,0,0,0,0,0,0.11,0.08,0.13,0,0,0,MISO
2468,Low,0,6,Waban,MA,Zip Code Area,2468,Zip Matches ZCTA,5273,1.48,3562.84,1908,2.83,95.6,2468,236864,90.2,228824,57.4,31657,18,4,0,0,0,0,0,0.13,0.1,0.16,0.13,0.13,0.14,New England
86325,Medium,0.04,101,Cornville,AZ,Zip Code Area,86325,Zip Matches ZCTA,5152,59.97,85.91,2383,1.95,78.3,86325,60537,66.7,48519,29.2,23084,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
7040,Low,0,21,Maplewood,NJ,Zip Code Area,7040,Zip Matches ZCTA,23876,3.49,6851.08,8170,2.98,73.2,7040,158267,86.2,159042,28,31130,10,4,0,0,0,0,0,0.08,0.05,0.09,0,0,0,PJM
95361,Medium,0.02,257,Oakdale,CA,Zip Code Area,95361,Zip Matches ZCTA,31610,231.74,136.4,11851,2.83,81.8,95361,81161,73.4,82853,21.2,25606,22,2,0,0,0,0,0,0.14,0.1,0.17,0.14,0.1,0.18,CAISO
93637,Low,0.01,111,Madera,CA,Zip Code Area,93637,Zip Matches ZCTA,37743,270.53,139.51,11716,3.4,77.6,93637,62078,78.1,62196,11.3,14653,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
1053,Low,0,2,Leeds,MA,Zip Code Area,1053,Zip Matches ZCTA,1685,5.13,328.4,557,2.25,70.6,1053,81599,74.3,84023,36.4,16667,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
2456,Low,0,2,New Town,MA,Post Office or large volume customer,2472,Spatial join to ZCTA,32014,4.03,7941.95,14747,2.27,35.9,2472,109166,84.5,109875,33.7,21445,18,4,0,0,0,0,0,0.13,0.1,0.16,0,0,0,New England
53191,Low,0,1,Williams Bay,WI,Zip Code Area,53191,Zip Matches ZCTA,2842,3.88,732.85,1213,2.3,83.4,53191,83660,74.1,74880,36.1,28018,7,4,0,0,0,0,0,0.11,0.08,0.13,0,0,0,MISO
15017,Low,0,2,Bridgeville,PA,Zip Code Area,15017,Zip Matches ZCTA,16213,13.04,1242.95,7392,2.19,77,15017,86386,75.2,91039,27.4,21911,7,3,0,0,0,0,0,0.06,0.06,0.1,0,0,0,PJM
75081,Low,0,1,Richardson,TX,Zip Code Area,75081,Zip Matches ZCTA,34156,9.23,3701.34,14360,2.59,68,75081,82446,85.6,80806,25.3,12745,19,2,0,0,0,0,0,0,0,0,0.09,0.05,0.1,ERCOT
47136,Low,0,3,Lanesville,IN,Zip Code Area,47136,Zip Matches ZCTA,4178,27.71,150.75,1562,2.91,94.6,47136,77267,79.1,76530,25.7,9357,8,3,0,0,0,0,0,0.09,0.07,0.11,0.11,0.09,0.12,MISO
91108,Medium,0.02,80,San Marino,CA,Zip Code Area,91108,Zip Matches ZCTA,13361,3.81,3504.98,4778,2.84,98.9,91108,210931,74.7,214441,49,72665,22,2,0,0,0,0,0,0.09,0.06,0.13,0.15,0,0.18,CAISO
45786,Low,0,1,Waterford,OH,Zip Code Area,45786,Zip Matches ZCTA,3253,65.31,49.81,1401,2.71,83.6,45786,73744,79.1,72414,24.7,16638,8,2,0,0,0,0,0,0.08,0.06,0.1,0.16,0.1,0.15,PJM
13753,Low,0,4,Delhi,NY,Zip Code Area,13753,Zip Matches ZCTA,5848,93.72,62.4,1621,2.34,73.7,13753,71421,76.7,67047,29.4,15132,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
63555,Low,0,1,Memphis,MO,Zip Code Area,63555,Zip Matches ZCTA,3201,198.34,16.14,1260,2.48,82.3,63555,57094,76.9,59537,23.3,4306,10,3,0,0,0,0,0,0.08,0.07,0.11,0.13,0.04,0.15,Northwest
46628,Low,0,1,South Bend,IN,Zip Code Area,46628,Zip Matches ZCTA,25650,35.01,732.69,9836,2.55,84.1,46628,59219,75.3,62820,16.7,13957,8,3,0,0,0,0,0,0.09,0.06,0.11,0,0,0,MISO
80018,Low,0,7,Aurora,CO,Zip Code Area,80018,Zip Matches ZCTA,9206,26.54,346.85,3642,3.21,87.1,80018,102998,94.6,97131,18,9811,10,0,0,0,0,0,0,0.09,0.07,0.11,0,0,0,Southwest
47710,Low,0,4,Evansville,IN,Zip Code Area,47710,Zip Matches ZCTA,19527,8.8,2220.24,7842,2.32,65.4,47710,47318,72.7,48252,14.9,10985,8,3,0,0,0,0,0,0.12,0.07,0.15,0,0,0,MISO
2562,Low,0,5,Sagamore Beach,MA,Zip Code Area,2562,Zip Matches ZCTA,2977,3.35,889.45,1312,2.43,92.4,2562,93302,76.8,97650,19.3,7299,18,4,0,0,0,0,0,0.13,0.1,0.16,0,0,0,New England
97232,Low,0,8,Portland,OR,Zip Code Area,97232,Zip Matches ZCTA,11472,1.88,6111.88,6387,1.91,33.2,97232,81966,77.4,85742,32.6,20297,22,6,1,10,2,2,2,0.06,0.04,0.06,0,0,0,Northwest
89183,Low,0,6,Las Vegas,NV,Zip Code Area,89183,Zip Matches ZCTA,36005,7.01,5135.5,13897,2.8,72.6,89183,73964,89.8,71660,11.7,15504,9,2,0,0,0,0,0,0.05,0.04,0.06,0,0,0,Northwest
8218,Low,0,3,Goshen,NJ,Post Office or large volume customer,8210,Spatial join to ZCTA,17167,68.83,249.4,6336,2.59,84.9,8210,89597,74.7,90434,24.1,16902,10,4,0,0,0,0,0,0.1,0.06,0.13,0,0,0,PJM
8724,Low,0.01,135,Brick,NJ,Zip Code Area,8724,Zip Matches ZCTA,42352,13.62,3110.46,16623,2.49,89.7,8724,97171,73.2,101276,27.8,21449,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
7843,Low,0,4,Hopatcong,NJ,Zip Code Area,7843,Zip Matches ZCTA,12241,4.03,3035.96,4612,2.59,94,7843,95492,84.6,95805,21,8276,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
95975,Medium,0.05,34,Rough and Ready,CA,Zip Code Area,95975,Zip Matches ZCTA,1769,9.38,188.61,691,2.62,74.5,95975,71268,54.7,89452,33.6,7959,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
93653,Medium,0.02,12,Raymond,CA,Zip Code Area,93653,Zip Matches ZCTA,1229,237.37,5.18,553,2.44,90.8,93653,87756,72.2,92734,19.3,11024,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
95418,Low,0,6,Calpella,CA,Post Office or large volume customer,95482,Spatial join to ZCTA,31808,310.88,102.32,11659,2.65,64.1,95482,68241,72.4,60972,21.1,32560,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
90706,Low,0,32,Bellflower,CA,Zip Code Area,90706,Zip Matches ZCTA,76615,6.11,12543.39,23238,3.31,53.5,90706,67525,83.4,66254,9.5,36471,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
32250,Low,0,2,Jacksonville Beach,FL,Zip Code Area,32250,Zip Matches ZCTA,25356,8.61,2943.92,12459,2.1,59.5,32250,96804,77.2,99785,24.9,29260,5,2,0,0,0,0,0,0,0,0,0.11,0.04,0.11,Southeast
20740,Low,0,4,College Park,MD,Zip Code Area,20740,Zip Matches ZCTA,28780,8,3598.4,9481,2.83,58,20740,81696,84.1,82246,23.6,9196,7,4,0,0,0,0,0,0.08,0.05,0.1,0,0,0,PJM
85308,Medium,0.01,309,Glendale,AZ,Zip Code Area,85308,Zip Matches ZCTA,63876,17,3756.97,24302,2.68,78.9,85308,85950,84.7,82442,22.2,16394,7,1,0,0,0,0,0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
79927,Low,0,3,El Paso,TX,Zip Code Area,79927,Zip Matches ZCTA,39016,28.31,1378.12,10903,3.69,74.7,79927,40898,80.6,41221,3.9,6293,19,2,0,0,0,0,0,0.1,0.06,0.12,0,0,0,ERCOT
1366,Medium,0.02,8,Petersham,MA,Zip Code Area,1366,Zip Matches ZCTA,1277,40.41,31.6,481,2.38,88.8,1366,84163,74.4,83830,29.1,24021,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
80220,Low,0,6,Denver,CO,Zip Code Area,80220,Zip Matches ZCTA,33529,5.24,6403.55,15930,2.19,70,80220,113175,85.7,108798,29.7,37939,10,0,0,0,0,0,0,0.09,0.07,0.11,0,0,0,Southwest
21001,Low,0,4,Aberdeen,MD,Zip Code Area,21001,Zip Matches ZCTA,21487,29.88,719.04,9553,2.55,72.1,21001,76823,78.5,76201,17.2,21316,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
8010,Low,0,6,Beverly,NJ,Zip Code Area,8010,Zip Matches ZCTA,11539,3.83,3012.79,4510,2.54,58.7,8010,69337,78.4,67569,14.9,12245,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
